invoice_id,vendor_id,buyer_id,lender_id,amount,tax_amount,discount_amount,currency,total_line_items,avg_item_price,invoice_date,submission_time,vendor_account_age_days,time_since_last_invoice,invoices_last_24h,invoices_last_7d,vendor_lender_count,vendor_buyer_count,repeat_vendor_buyer_pair,unique_lenders_used,is_round_amount,amount_deviation,high_value_invoice,weekend_submission,night_submission,line_item_similarity_score,description_similarity,is_fraud
f3c6b277-3aac-4185-8561-fb2061a18d1d,V_0057,B_0001,L_002,4535.27,453.53,13.35,USD,5,907.05,2025-08-09,2,571,42,3,6,3,3,1,3,0,-0.84,0,1,1,0.4986,0.2647,0
6c0cce66-2ec1-4477-9afc-a121061ba12d,V_0147,B_0074,L_008,18727.84,1872.78,442.89,USD,27,693.62,2025-04-11,21,868,26,3,3,3,11,1,3,0,-0.31,0,0,0,0.5837,0.51,0
a7500751-66b9-47be-8b87-6e2ffba21a89,V_0026,B_0008,L_007,28385.67,2838.57,1136.27,USD,7,4055.1,2025-05-29,17,865,11,2,9,1,14,1,1,0,0.36,0,0,0,0.449,0.6168,0
35841097-c5e1-4e0f-bef8-c98762e88f1a,V_0114,B_0071,L_002,31411.7,3141.17,1569.46,USD,1,31411.7,2025-06-22,5,986,13,3,3,1,7,1,1,0,-0.65,0,1,1,0.0203,0.0863,0
1fa75206-89fc-45a1-b75b-8003a15240c3,V_0100,B_0034,L_008,38220.98,3822.1,1331.22,USD,47,813.21,2025-12-02,21,318,12,2,5,1,10,1,1,0,0.09,0,0,0,0.1994,0.3283,0
2f50e3e0-fce7-4a4f-a16d-79e588fd0e4c,V_0081,B_0008,L_001,13805.01,1380.5,347.09,USD,34,406.03,2025-11-08,2,141,38,0,10,1,7,0,1,0,-1.99,0,1,1,0.2318,0.129,0
81d91a9b-c1ce-4002-8289-1ab6f757189f,V_0146,B_0032,L_010,48506.41,4850.64,1502.2,USD,27,1796.53,2025-12-07,16,535,13,2,5,2,7,1,1,0,0.92,0,1,0,0.1493,0.714,0
91fee45a-f595-49d9-9483-d16a52d8f6f4,V_0077,B_0059,L_006,48465.67,4846.57,2267.55,USD,1,48465.67,2025-12-06,3,437,32,2,4,2,15,1,1,0,0.33,0,1,1,0.2544,0.088,0
ade5571a-e190-4a08-aa47-148b90697add,V_0063,B_0048,L_005,25683.76,2568.38,1070.69,USD,46,558.34,2026-01-21,16,1674,35,2,12,1,15,0,1,0,0.3,0,1,1,0.4086,0.3339,0
159ccbd8-a35e-4069-a1b5-f16b02c79701,V_0068,B_0015,L_002,7279.94,727.99,56.58,USD,19,383.15,2025-08-15,6,1747,16,3,7,1,2,1,1,0,0.26,0,0,0,0.7543,0.2586,0
e1590fcd-2a87-4b9e-bf8d-cf136c35e1c7,V_0071,B_0006,L_001,42210.84,4221.08,276.1,USD,17,2482.99,2025-10-05,17,1149,0,0,1,3,15,1,1,0,0.26,0,1,0,0.2014,0.3978,0
b34c3738-3cb2-45d2-bbf8-51cab6a50f30,V_0140,B_0005,L_006,17200.0,1716.2,127.08,USD,9,1906.88,2025-08-26,1,431,43,1,11,1,6,0,1,1,-0.07,0,0,1,0.4877,0.4021,0
fc29b8e5-db2e-4529-8012-13ff601c691e,V_0040,B_0031,L_003,16800.0,1679.09,680.68,USD,27,621.89,2025-08-10,13,1770,47,1,5,1,13,0,1,1,-0.19,0,1,0,0.3916,0.7885,0
25d610b3-8104-4854-8eba-3f4b253e0bd9,V_0098,B_0005,L_008,40360.92,4036.09,1647.91,USD,30,1345.36,2025-06-17,7,396,25,2,6,1,13,1,1,0,0.3,0,1,1,0.1901,0.5826,0
8e551e22-6b5c-43b9-a5d9-70271cded0d3,V_0090,B_0083,L_009,37975.12,3797.51,1862.96,USD,35,1085.0,2025-03-07,3,535,11,2,2,1,10,0,1,0,0.59,0,0,1,0.6682,0.2566,0
df56f77d-3412-44a0-b807-236b0f4e65c6,V_0089,B_0094,L_006,2542.43,254.24,125.12,USD,8,317.8,2025-12-13,6,1452,27,0,8,3,11,1,3,0,2.19,0,1,0,0.5421,0.0133,0
addf29db-61c3-477e-8a10-ecb7f29a14c6,V_0051,B_0047,L_007,13667.1,1366.71,453.91,USD,22,621.23,2026-01-26,3,616,32,2,12,2,6,1,2,0,-1.06,0,0,1,0.3094,0.7494,0
520edab9-14ce-4383-b896-1172667dac1a,V_0076,B_0071,L_003,20529.87,2052.99,682.55,USD,25,821.19,2025-05-21,19,832,35,0,4,2,4,0,2,0,0.47,0,0,0,0.7398,0.7019,0
6735ea91-3f61-4f09-86be-58512b3d19bc,V_0149,B_0078,L_006,39633.04,3963.3,876.21,USD,14,2830.93,2025-05-18,21,1056,42,2,3,1,11,1,1,0,0.23,0,1,1,0.1935,0.0745,0
5bc36545-088b-401e-8f1b-96bdc5dee0fc,V_0058,B_0026,L_003,113029.26,11302.93,1383.72,USD,31,3646.11,2025-03-30,14,1290,36,1,7,2,7,1,1,0,1.31,1,1,0,0.2712,0.2794,0
02a7ae22-376a-4250-8e55-6623a25af46c,V_0038,B_0084,L_001,53836.9,5383.69,2316.17,USD,7,7690.99,2025-06-13,5,1426,33,3,3,3,4,1,1,0,0.25,1,0,1,0.0673,0.1293,0
5486b289-0f33-48db-b249-041a494a1d48,V_0117,B_0018,L_008,36425.1,3642.51,1799.2,USD,39,933.98,2025-10-05,19,1034,27,3,5,3,14,0,2,0,0.35,0,1,0,0.0812,0.5308,0
4b7e139a-4880-412c-a8f5-c7e9e723c92d,V_0116,B_0034,L_004,9732.4,973.24,134.95,USD,50,194.65,2026-01-07,7,159,45,2,5,2,6,1,2,0,1.87,0,0,0,0.1794,0.5697,0
9979e4a7-9f37-467f-9525-3c79a29bb49d,V_0139,B_0011,L_003,19591.44,1959.14,375.21,USD,10,1959.14,2025-03-25,13,1112,29,3,3,1,14,1,1,0,0.47,0,0,0,0.5197,0.6794,0
bbe65df4-3af7-4a7e-a97e-bbf74de00833,V_0100,B_0099,L_010,34141.69,3414.17,33.34,USD,49,696.77,2025-10-23,0,612,48,3,9,3,12,1,3,0,-0.25,0,0,1,0.1952,0.7784,0
3bea23a1-f548-43ee-a8e2-5688b7dd590d,V_0140,B_0078,L_004,53500.0,5353.36,730.56,USD,32,1672.92,2025-08-12,21,829,46,1,8,1,10,1,1,1,-0.75,1,0,0,0.6358,0.4021,0
0ae62b8d-2154-4d53-8a17-40429dbea274,V_0101,B_0076,L_010,29601.81,2960.18,124.25,USD,28,1057.21,2025-10-15,5,777,20,1,8,2,6,1,2,0,0.63,0,1,1,0.0195,0.5164,0
47e7bbe8-c23d-4f93-818e-64198b1f3d5f,V_0072,B_0097,L_007,56433.47,5643.35,231.11,USD,2,28216.74,2025-03-19,11,141,49,0,0,1,4,1,1,0,-0.86,1,0,0,0.7319,0.2961,0
c70b2914-05e4-4055-822c-dc79b6b0b400,V_0040,B_0031,L_003,55706.28,5570.63,318.61,USD,14,3979.02,2025-07-02,11,1244,47,0,2,2,2,1,1,0,0.47,1,0,0,0.6824,0.2356,0
a12fd8c5-e87e-4aa3-8b7c-0ccd2a1fa845,V_0080,B_0074,L_007,51083.09,5108.31,1826.26,USD,5,10216.62,2026-01-08,7,1583,19,0,9,1,6,1,1,0,-0.07,1,1,1,0.1356,0.4454,0
40aab156-58a2-4f42-97da-8fa2e28d8e66,V_0095,B_0009,L_009,41792.18,4179.22,26.44,USD,27,1547.86,2025-04-16,13,1302,57,3,5,2,3,1,2,0,-0.88,0,0,0,0.792,0.1121,0
b63e4ab2-564b-42f1-b371-aefc4de46f5f,V_0138,B_0100,L_008,52654.65,5265.47,2173.94,USD,38,1385.65,2025-06-26,2,924,15,3,12,3,11,1,2,0,0.15,1,0,1,0.5576,0.562,0
1c6a418f-4c67-4893-b8e7-0d9bfac1f5e1,V_0087,B_0004,L_008,17686.15,1768.62,160.8,USD,14,1263.3,2025-07-03,10,1221,44,2,10,1,9,1,1,0,0.52,0,0,0,0.7306,0.4091,0
ffaca656-ee2b-4d21-be02-88b2d0eacb49,V_0022,B_0031,L_007,47917.88,4791.79,1816.48,USD,45,1064.84,2026-02-20,15,36,5,2,5,2,12,1,1,0,0.51,0,0,0,0.5616,0.6366,0
50d46661-2bba-4fdf-a4fb-b14cf231092f,V_0079,B_0085,L_010,20345.91,2034.59,563.05,USD,23,884.6,2025-11-29,10,930,17,2,6,1,2,1,1,0,-0.77,0,1,0,0.0288,0.3725,0
a3890a67-a769-46d3-9ce2-f6bc5e91d2da,V_0081,B_0016,L_009,17263.82,1726.38,595.74,USD,13,1327.99,2025-10-26,8,1557,33,2,3,1,5,1,1,0,-0.24,0,1,0,0.0244,0.0299,0
c7ccc59c-7c3d-4cb0-993b-c3dfac4f2c1e,V_0093,B_0023,L_005,75200.0,7521.33,2008.7,USD,18,4178.52,2025-03-20,17,259,40,3,4,1,10,1,1,1,0.06,1,0,0,0.1727,0.4983,0
bbb94bfb-6161-4b31-9600-e24440900fbe,V_0121,B_0062,L_008,3195.74,319.57,154.27,USD,17,187.98,2025-10-23,3,821,31,0,9,3,11,1,1,0,-1.08,0,0,1,0.4325,0.5099,0
2499f3ff-93d7-4013-b7e5-7a4faa1aa882,V_0039,B_0020,L_010,58553.54,5855.35,249.38,USD,16,3659.6,2025-09-22,19,1267,14,3,10,2,5,1,2,0,-2.03,1,0,0,0.2167,0.3512,0
11ec4cb4-308c-4fcd-b68b-bc02c53b7b20,V_0079,B_0073,L_010,1618.51,161.85,77.7,USD,7,231.22,2025-06-07,20,1353,5,1,4,1,9,1,1,0,0.19,0,1,0,0.6688,0.5568,0
cd49a3b0-b641-4e71-bdd6-b41d0a3c468c,V_0041,B_0001,L_007,10500.0,1048.03,311.17,USD,19,551.6,2025-07-18,22,1761,29,0,10,1,15,1,1,1,-0.47,0,0,0,0.5717,0.5282,0
c629d752-6698-46d2-827b-ed80d793e028,V_0051,B_0055,L_002,57296.43,5729.64,1855.36,USD,18,3183.14,2025-03-29,1,630,38,2,9,1,8,1,1,0,-0.65,1,1,1,0.4435,0.4894,0
e384e10e-fea6-4d21-a3a4-81af41a345f8,V_0104,B_0035,L_009,14900.0,1493.91,326.99,USD,39,383.05,2025-09-30,23,513,1,0,3,3,14,0,3,1,1.27,0,0,1,0.0929,0.0368,0
6316f1ef-5068-4b47-add5-5300b939425e,V_0006,B_0098,L_005,51342.09,5134.21,1958.98,USD,12,4278.51,2026-01-20,14,372,37,3,13,2,2,1,2,0,-0.71,1,0,0,0.3793,0.0783,0
f9f5e73f-6df2-4947-b0cb-801ccc4319c6,V_0090,B_0053,L_006,28460.96,2846.1,148.85,USD,11,2587.36,2026-02-11,15,821,52,0,7,1,6,1,1,0,-0.25,0,0,0,0.4927,0.5081,0
9a1273da-8c7b-4ba3-856b-67bd13948b27,V_0083,B_0015,L_007,22539.3,2253.93,929.66,USD,1,22539.3,2025-11-25,14,385,33,2,11,2,11,1,2,0,-1.25,0,0,0,0.4025,0.6852,0
e1a442c4-f4f2-4c57-ae65-4f531b051fdd,V_0014,B_0027,L_005,9859.77,985.98,457.33,USD,29,339.99,2025-10-27,3,1291,38,1,3,2,9,0,1,0,0.2,0,1,1,0.4686,0.7522,0
65275f73-1ff8-423e-8f55-679e361b05ad,V_0142,B_0053,L_002,23351.38,2335.14,982.4,USD,8,2918.92,2025-04-22,20,1021,59,2,10,3,5,1,2,0,-0.6,0,0,0,0.3666,0.4365,0
ba3db08c-1efc-4ee0-9e6b-65412943ce8d,V_0124,B_0061,L_004,23227.55,2322.76,167.98,USD,13,1786.73,2025-11-08,23,1770,4,2,8,2,15,0,2,0,0.28,0,1,1,0.2552,0.6759,0
580d4592-e0fe-40e4-9d14-6e6b76cc058b,V_0001,B_0037,L_005,48886.66,4888.67,1417.53,USD,43,1136.9,2025-05-08,14,707,21,3,10,2,14,1,1,0,-0.62,0,0,0,0.0945,0.5574,0
7b822692-a3ff-4224-b8f9-c449c67e14cf,V_0062,B_0074,L_007,52660.57,5266.06,2042.03,USD,3,17553.52,2025-10-21,22,781,24,1,8,1,3,1,1,0,0.81,1,0,0,0.142,0.6005,0
4476ae94-2e98-4018-8eae-19bb23d5ff4b,V_0026,B_0057,L_002,59431.26,5943.13,1357.79,USD,47,1264.49,2026-01-22,4,1601,16,2,11,3,7,1,3,0,0.63,1,1,1,0.2976,0.6211,0
932fd0ee-dbaa-47ad-92e4-16c08dffdab1,V_0021,B_0043,L_009,55852.36,5585.24,884.31,USD,46,1214.18,2025-10-28,17,141,15,2,5,3,2,1,2,0,-0.22,1,1,1,0.6036,0.0825,0
0875421d-b4ab-4847-82e9-d49ae36470e7,V_0026,B_0098,L_002,30400.0,3036.46,1053.65,USD,2,15182.31,2025-03-21,9,883,9,1,9,2,10,1,1,1,1.1,0,0,0,0.256,0.7164,0
63a906f4-6ca2-42a9-a03c-e7fabb43bb15,V_0044,B_0023,L_002,749.18,74.92,14.33,USD,44,17.03,2025-12-16,4,1307,16,3,7,3,1,1,2,0,0.32,0,0,1,0.4588,0.5055,0
6cf514e4-70b0-42d8-86f4-b8e3f7566e6c,V_0074,B_0087,L_009,17663.33,1766.33,390.12,USD,23,767.97,2025-07-24,20,1414,16,3,7,1,7,1,1,0,-0.13,0,0,0,0.538,0.6019,0
49fd9142-54b1-4097-ade2-f05c06508948,V_0028,B_0031,L_007,47398.13,4739.81,1362.25,USD,45,1053.29,2026-01-24,12,1160,55,0,9,3,8,0,2,0,-0.01,0,1,0,0.4396,0.3532,0
59e78704-cb05-49da-810c-98dd944fae02,V_0059,B_0078,L_006,21119.81,2111.98,200.78,USD,17,1242.34,2026-01-24,21,1287,6,0,4,2,1,0,2,0,-0.9,0,1,0,0.1144,0.6092,0
8f1bb095-0927-4772-8cea-0a03601b666f,V_0034,B_0012,L_005,6157.25,615.73,127.92,USD,13,473.63,2025-11-24,11,559,53,1,5,2,13,0,2,0,0.24,0,0,0,0.6575,0.565,0
77bbd5d5-302e-4fc2-9c17-3251b30c8a5c,V_0087,B_0015,L_008,5181.78,518.18,36.47,USD,15,345.45,2026-02-01,12,1648,35,2,3,2,1,1,2,0,-0.51,0,1,0,0.2994,0.2965,0
f82c6f40-987b-41fd-93c3-841f7bb5f42b,V_0138,B_0016,L_008,56840.19,5684.02,2128.7,USD,17,3343.54,2026-01-13,11,479,30,0,9,3,6,1,3,0,-0.72,1,1,1,0.4467,0.3394,0
bcd38177-ad53-4dfc-8e59-e03296b28ce0,V_0057,B_0083,L_002,6760.73,676.07,156.94,USD,45,150.24,2025-09-18,3,77,19,3,4,1,4,1,1,0,-0.21,0,1,1,0.0091,0.3749,0
bebb85ab-f025-412d-8bf9-a2aa8204c4c1,V_0100,B_0059,L_006,7217.19,721.72,268.17,USD,35,206.21,2025-05-11,13,1708,31,3,7,1,12,1,1,0,0.32,0,1,0,0.4667,0.7697,0
41489670-99a1-44b2-aff7-468efd63427c,V_0056,B_0057,L_008,17214.15,1721.42,736.29,USD,7,2459.16,2025-08-28,17,1321,22,0,6,2,4,1,1,0,-0.83,0,0,0,0.1789,0.7706,0
90be9b64-bc9b-44f1-b79f-5ad41808929c,V_0117,B_0012,L_004,58195.74,5819.57,1737.57,USD,2,29097.87,2025-08-10,7,1612,36,1,2,3,4,0,3,0,0.22,1,1,0,0.4431,0.7754,0
7a8b2c88-dd31-4c94-8b1d-aece2ec0b6a7,V_0056,B_0030,L_006,37800.0,3780.1,1490.58,USD,39,969.26,2025-05-06,4,1636,11,0,10,1,3,1,1,1,0.01,0,0,1,0.3636,0.502,0
4a963559-1294-4d86-a933-72db1f6726b8,V_0092,B_0031,L_010,54079.36,5407.94,471.16,USD,4,13519.84,2025-09-24,16,131,30,3,8,3,10,1,1,0,2.19,1,1,1,0.1505,0.371,0
a894c725-eec9-40e9-8fff-bef47abae2a3,V_0116,B_0065,L_004,35061.0,3506.1,76.02,USD,43,815.37,2025-10-13,20,125,30,3,9,3,2,0,2,0,-0.81,0,0,0,0.7795,0.789,0
9636a499-16e7-4619-b9fb-f44f10e60d11,V_0114,B_0010,L_002,32212.17,3221.22,238.91,USD,9,3579.13,2026-01-11,18,666,24,2,9,3,10,1,2,0,0.95,0,1,0,0.1301,0.7287,0
dfcc1e94-0e61-478e-a4ec-de2db31b3195,V_0026,B_0090,L_002,56993.01,5699.3,1854.88,USD,50,1139.86,2025-06-11,13,468,26,2,9,2,7,1,1,0,-0.58,1,0,0,0.4907,0.3346,0
707e53a1-be3c-41c3-be37-9f1eddda7d38,V_0081,B_0055,L_006,51977.23,5197.72,972.76,USD,10,5197.72,2025-10-21,2,175,5,3,4,3,12,1,2,0,1.18,1,1,1,0.1203,0.4753,0
5099a75c-8d5b-426b-b1cf-d09b934c9a62,V_0034,B_0072,L_001,58197.87,5819.79,1634.16,USD,22,2645.36,2025-09-19,11,1537,27,0,4,3,5,1,2,0,-0.47,1,0,0,0.6707,0.375,0
5d552027-1c4c-4287-93e5-e8b27803778f,V_0027,B_0074,L_009,16477.08,1647.71,541.05,USD,15,1098.47,2025-08-19,17,1562,17,1,7,3,13,1,3,0,0.01,0,0,0,0.7558,0.6797,0
ac014d40-dea7-4c04-a26d-e66d1c361fb6,V_0143,B_0004,L_010,27100.0,2708.76,1123.4,USD,18,1504.87,2025-07-10,22,696,22,0,2,1,10,0,1,1,0.05,0,0,0,0.7632,0.4849,0
1142d17b-fc43-4e40-8262-4da8719ed5aa,V_0018,B_0019,L_001,40334.87,4033.49,1069.85,USD,25,1613.39,2025-08-14,5,1478,20,0,0,1,3,0,1,0,-1.53,0,0,1,0.5373,0.4162,0
123d30b9-2593-47a1-bebd-04d267e01f8b,V_0021,B_0035,L_008,31257.79,3125.78,759.04,USD,29,1077.85,2025-06-11,16,881,7,2,12,3,10,1,2,0,1.28,0,1,1,0.4415,0.4488,0
fb6fbac7-acb6-4e81-8f94-5bb08be6b05d,V_0135,B_0086,L_005,78243.8,7824.38,1546.35,USD,39,2006.25,2025-06-05,9,1572,8,2,6,2,2,1,1,0,0.65,1,0,0,0.1704,0.1091,0
c93b41ff-ebf0-4341-891a-f0039710ca71,V_0128,B_0096,L_007,21100.19,2110.02,401.12,USD,46,458.7,2025-12-04,21,148,25,0,6,1,8,1,1,0,1.37,0,0,0,0.3138,0.35,0
b63c7fca-ad4a-4d50-bd5c-3ed6fd11084f,V_0081,B_0074,L_007,20960.5,2096.05,743.57,USD,27,776.31,2025-09-16,0,352,51,3,8,1,7,1,1,0,1.5,0,0,1,0.4977,0.6899,0
61cebdc3-166b-4823-bda3-c83401469917,V_0063,B_0056,L_010,8909.7,890.97,35.04,USD,20,445.49,2025-06-14,10,157,32,0,8,3,4,1,2,0,0.07,0,1,0,0.3937,0.2066,0
b832e70f-03fc-4fba-9036-9f3954dafb99,V_0090,B_0094,L_003,58803.95,5880.4,430.57,USD,13,4523.38,2025-05-10,20,1583,40,3,10,3,13,1,3,0,-2.07,1,1,1,0.1921,0.0607,0
032577d3-8f13-4940-b626-36488f5a6673,V_0115,B_0088,L_010,7769.95,777.0,383.27,USD,21,370.0,2026-01-08,10,140,30,3,13,2,13,0,2,0,-0.09,0,0,0,0.1111,0.5127,0
1cb35d9f-5757-48d9-959f-86d74b03f09c,V_0015,B_0046,L_009,20805.47,2080.55,480.34,USD,3,6935.16,2025-07-17,2,1752,5,3,10,3,9,1,3,0,-0.06,0,0,1,0.1379,0.1538,0
af0f59cd-6868-4169-b755-dcfcc1796758,V_0011,B_0058,L_010,10219.21,1021.92,164.29,USD,31,329.65,2025-03-24,14,1715,21,0,8,3,3,1,1,0,0.96,0,1,1,0.1416,0.071,0
e485a3d9-c4f7-459f-ab10-2fcb06b90ecc,V_0064,B_0091,L_008,27700.65,2770.07,725.85,USD,40,692.52,2025-08-30,9,1587,21,0,10,3,6,1,1,0,-0.55,0,1,0,0.5523,0.0314,0
2e40c00c-7bfc-47df-bc22-f2bee4991213,V_0085,B_0013,L_009,37711.23,3771.12,535.78,USD,47,802.37,2025-12-26,4,1194,42,1,6,2,11,0,2,0,-1.2,0,0,1,0.6989,0.7367,0
cae5731b-fcd3-47e1-ba60-34638c4f0c83,V_0034,B_0077,L_002,16684.97,1668.5,314.24,USD,22,758.41,2026-01-30,22,1514,43,0,10,3,7,0,3,0,0.61,0,0,0,0.1675,0.2964,0
8176a5ae-dbe5-4117-b8dd-b2731dfc6242,V_0093,B_0003,L_006,37133.46,3713.35,1766.01,USD,22,1687.88,2025-10-27,6,282,9,0,4,1,9,1,1,0,0.76,0,0,0,0.37,0.598,0
1998c41a-e4e5-4e99-8623-25b4e53989e3,V_0087,B_0099,L_010,15220.97,1522.1,286.7,USD,11,1383.72,2026-02-10,19,340,46,3,3,2,6,1,1,0,0.58,0,0,0,0.4257,0.0857,0
6a8ed661-3b73-460c-8a52-27d11ebd5ca0,V_0114,B_0079,L_005,32003.77,3200.38,1254.23,USD,15,2133.58,2025-07-29,15,398,23,3,10,2,13,1,2,0,0.31,0,0,0,0.2154,0.3018,0
6172e669-c704-4624-8a33-1753ccfdb119,V_0129,B_0068,L_007,19392.54,1939.25,792.08,USD,39,497.24,2025-06-29,1,1791,23,0,8,1,5,0,1,0,-0.65,0,1,1,0.7124,0.4749,0
be694372-eb28-4d90-b53d-5cf93f157538,V_0042,B_0035,L_008,47371.36,4737.14,349.01,USD,28,1691.83,2025-06-14,14,55,26,0,6,3,6,1,1,0,-1.08,0,1,0,0.0695,0.4297,0
2b9b2692-0566-4ae2-a275-c6da06dc9726,V_0099,B_0011,L_006,44751.82,4475.18,713.09,USD,7,6393.12,2026-01-19,10,282,2,2,9,3,14,1,1,0,-1.04,0,0,0,0.2905,0.5167,0
2d2f4a78-37c3-4346-ac48-731669dca8fd,V_0121,B_0058,L_010,74926.77,7492.68,296.81,USD,17,4407.46,2025-05-08,17,1247,33,3,4,2,4,1,2,0,-0.19,1,0,0,0.4846,0.1898,0
c37c4c2e-eac6-42ca-8061-ef8ee4c5d0e2,V_0032,B_0007,L_004,9256.26,925.63,367.43,USD,30,308.54,2025-11-03,19,1295,32,1,3,2,7,0,1,0,-0.65,0,0,0,0.2281,0.1387,0
0204f58d-e7c7-4ff7-93e1-59a01bcbf56d,V_0091,B_0031,L_010,4906.0,490.6,162.97,USD,6,817.67,2025-08-24,2,1115,32,0,6,2,1,1,2,0,-0.49,0,1,1,0.3283,0.7859,0
c4532cfe-d0a6-4099-9f45-49497bb5b982,V_0096,B_0033,L_001,23931.55,2393.16,80.84,USD,16,1495.72,2026-01-08,3,1506,48,2,4,1,6,0,1,0,-0.58,0,0,1,0.5349,0.7435,0
78bff617-9909-422c-962c-e4a941299360,V_0045,B_0100,L_008,34339.6,3433.96,821.63,USD,12,2861.63,2025-03-25,22,938,2,2,5,1,13,1,1,0,0.76,0,0,0,0.6156,0.1496,0
8dfb6f43-38ab-40cb-91b8-af7bbd7d0655,V_0011,B_0041,L_005,25583.64,2558.36,1265.27,USD,35,730.96,2025-03-11,20,732,55,0,10,2,5,0,1,0,-1.63,0,0,0,0.4885,0.2309,0
131adec4-dc58-40c8-b830-3fcc8a229ff5,V_0095,B_0056,L_007,9346.33,934.63,418.08,USD,25,373.85,2025-05-27,15,753,59,2,3,3,7,1,1,0,0.05,0,0,0,0.4261,0.0415,0
b7442b08-4da6-422f-a5fc-0c7b92e962ad,V_0111,B_0078,L_003,8151.44,815.14,130.92,USD,6,1358.57,2025-07-22,9,1470,27,1,8,2,8,1,1,0,1.01,0,0,0,0.5452,0.6082,0
c610d89d-4d48-4595-a42c-40021b6b2f9c,V_0091,B_0079,L_007,28347.41,2834.74,1389.06,USD,4,7086.85,2026-01-13,12,1641,47,1,1,1,14,1,1,0,-0.58,0,0,0,0.2791,0.7436,0
da994043-6354-4098-b94a-b4d2614a6edd,V_0009,B_0017,L_002,57905.11,5790.51,1867.91,USD,24,2412.71,2025-12-08,1,1391,28,2,7,2,13,1,1,0,0.37,1,0,1,0.145,0.0532,0
2b39132e-e960-4105-9e9d-b27a3634f238,V_0147,B_0018,L_009,34510.94,3451.09,542.49,USD,18,1917.27,2025-04-20,0,1023,33,3,11,1,5,1,1,0,-0.6,0,1,1,0.1118,0.6362,0
d0f7d802-a052-4c72-9787-55fa9366a8d9,V_0115,B_0028,L_010,9902.99,990.3,453.79,USD,32,309.47,2025-05-01,2,1461,28,0,10,2,11,1,2,0,0.39,0,0,1,0.4185,0.2871,0
561f3df7-ecc7-49ba-9e92-20215e6c9d9c,V_0017,B_0071,L_009,23607.46,2360.75,354.06,USD,11,2146.13,2026-02-14,20,741,32,1,2,1,13,1,1,0,-0.42,0,1,0,0.3513,0.3016,0
